Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,Rank,Genre,Cluster,Cluster_overall
treasure hunters,james patterson,4.6,504.0,615,treasure hunting laughing matter ... unless youre treasure hunting kids bick kidds parents world-famous treasure hunters – mysteriously disappeared rest kidds – beck tommy storm – finish mom dads last major mission ... finishes,5 hours and 55 minutes,",#4,389 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#161 in Suspense,#1,024 in Literature & Fiction (Audible Audiobooks & Originals),#1,770 in Literary Theory, History & Criticism",4389,"literary theory,literature fiction,suspense",0,2
no spin my autobiography,shane warne,4.3,181.0,683,random house presents audiobook edition spin autobiography shane warne,13 hours and 11 minutes,",#820 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Sports Biographies,#965 in Biographies & Autobiographies (Books)",820,"biographies autobiographies,sports biographies",1,9
beyond the goal theory of constraints,eliyahu m goldratt,4.6,13.0,703,since first introduced multi-million-copy best seller goal dr. eliyahu goldratts theory constraints toc emerged one flexible effective approaches management problem solving corporate world taught business schools everywhere successfully used companies sizes around world toc changed way generation professionals maximize profits resources focusing clearing constraints get way,5 hours and 47 minutes,",#4,846 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#119 in Investing & Trading,#229 in Business Management,#8,155 in Analysis & Strategy",4846,"analysis strategy,business management,investing trading",7,2
children of the new world,alexander weinstein,4.1,62.0,1063,thirteen short stories stun thrill terrify equal measure,6 hours,",#4,567 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Science Fiction Anthologies & Short Stories,#49 in Fiction Short Stories,#1,367 in Science Fiction (Books)",4567,"fiction short stories,science fiction,science fiction anthologies short stories",2,1
the shadow of the lion,dave freer,4.1,37.0,1407,adventures other-worldly new-age venice,38 hours and 1 minute,",#29,840 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#106 in Historical Fantasy,#31,083 in Fantasy (Books),#37,873 in Historical Fiction (Books)",29840,"fantasy,historical fantasy,historical fiction",2,3
how i braved anu aunty and cofounded a million dollar company a true story,varun agarwal,4.4,548.0,668,varun recent engineering graduate hours filled friends pub hopping stalking love interest facebook though varun harbours ambitions becoming successful entrepreneur meanwhile varuns mother disturbed sons lack focus life enlists good friend anu aunty put track meddling anu aunty willing take assignment varun dodges anu auntys nosey irksome ways en route realizing entrepreneurial dreams makes story worth hearing,5 hours and 39 minutes,",#1,838 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#116 in Literary Fiction,#2,523 in Crime, Thriller & Mystery (Books)",1838,"crime,literary fiction",2,9
the last coyote harry bosch series book 4,michael connelly,4.7,2175.0,1005,spare time suspension brings harry opens 30-year-old file case irresistibly drawn past always avoided clear case fumbled smell cover-up unmistakable someone powerful able divert justice harry vows uncover truth relentlessly follows broken pieces case stirred interest causes new murders pushes harry edge job ... life,13 hours and 26 minutes,",#4,642 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Hard-Boiled Mysteries,#18 in Police Procedural Mysteries,#71 in Crime Thrillers",4642,"crime thrillers,hardboiled mysteries,police procedural mysteries",0,8
the adventures of sherlock holmes bbc radio 4 fullcast dramatisations,arthur conan doyle,4.042091434576984,1481.8928778228142,888,clive merrison michael williams star holmes watson collection stories unique fully dramatised bbc radio 4 canon based arthur conan doyles original short stories,8 hours and 44 minutes,",#5,101 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#26 in Police Procedural Mysteries,#9,140 in Crime, Thriller & Mystery (Books)",5101,"crime,police procedural mysteries",4,5
the isis peril the worlds most feared terror group and its shadow on south asia,kabir taneja,4.2,4.0,879,early 2014 fall mosul maps isis showing desire take south asia started appear social media far borne fruit always ill-conceived chimera,5 hours and 42 minutes,",#5,345 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Terrorism,#17 in Law (Audible Audiobooks & Originals),#36 in Political Freedom & Security (Audible Audiobooks & Originals)",5345,"law,political freedom security,terrorism",0,1
the bogleheads guide to investing second edition,taylor larimore,4.7,513.0,586,bogleheads guide investing diy handbook espouses sage investment wisdom john c. bogle witty wonderful book offers contrarian advice provides first step road investment success illustrating relying typical `` common sense '' promoted wall street destined leave poorer updated edition includes new information backdoor roth iras etfs mainstream buy-and-hold investments estate taxes gifting plus changes laws regarding traditional roth iras 401k 403b retirement plans warnings principles precisely accurate grandly counterintuitive boglehead authors show beating market zero-sum game,10 hours and 3 minutes,",#4,999 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#122 in Investing & Trading,#137 in Personal Finance,#8,428 in Analysis & Strategy",4999,"analysis strategy,investing trading,personal finance",7,2
long road to mercy atlee pine book 1,david baldacci,4.3,1481.8928778228144,323,name atlee pine latest creation best-selling author david baldacci unstoppable tenacity always fighter unwilling cede ground endured real nightmares emotional physical scars show got long became adult,11 hours and 9 minutes,",#4,598 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in Women Sleuth Mysteries,#23 in International Mystery & Crime,#70 in Crime Thrillers",4598,"crime thrillers,international mystery crime,women sleuth mysteries",4,6
a passage to india,e m forster,4.2,463.0,759,exclusively audible,11 hours and 3 minutes,",#4,534 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#243 in Classic Literature,#4,268 in Classic Fiction (Books),#8,967 in Contemporary Fiction (Books)",4534,"classic fiction,classic literature,contemporary fiction",1,1
purple hibiscus,chimamanda ngozi adichie,4.6,1579.0,938,chimamanda ngozi adichie 2003 henry prize winner shortlisted 2002 caine prize african writing 2004 orange prize purple hibiscus recounts story young nigerian girl searching freedom although father greatly respected within community 15-year-old kambili knows frighteningly strict abusive side man many ways family lead privileged life kambili brother jaja often punished failing meet father ’ expectations visiting aunt cousins kambili dreams part loving family military coup brings new tension nigeria home kambili wonders dreams ever fulfilled adichie ’ striking poetic language reveals land family full strife fighting survive rich narration south african native lisette lecat perfectly complements inspiring tale,10 hours and 53 minutes,",#4,815 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#274 in Literary Fiction,#9,624 in Contemporary Fiction (Books)",4815,"contemporary fiction,literary fiction",2,4
instagram marketing social media marketing made simple secrets and hacks for growing and monetizing your instagram account driving thousands of followers instagram advertising and personal branding,dan moore,4.042091434576984,1481.8928778228142,668,need grow social media want learn market instagram account build brand awareness,5 hours and 58 minutes,",#11,841 in Business & Economics",11841,business economics,7,5
english vocabulary master 300 idioms for intermediate advanced learners proficiency level b2c1 listen learn,dorota guzik,4.042091434576984,1481.8928778228142,401,completing purchase agree audible ’ conditions use amazons privacy notice applicable audibles recurring payment terms,3 hours and 3 minutes,",#684 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in English Language Learning,#219 in Language Learning & Teaching",684,"english language learning,language learning teaching",1,6
the einstein factor a proven new method for increasing your intelligence,win wenger,4.3,55.0,1002,take advantage creative methods used geniuses einstein tesla leonardo da vinci,7 hours and 49 minutes,",#5,272 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#17 in Creativity & Genius,#60 in Self-Esteem,#698 in Personal Success",5272,"creativity genius,personal success,selfesteem",3,1
lost horizon,james hilton,4.5,684.0,569,celebrating 70th anniversary magical well-loved classic following plane crash conway british consul deputy missionary american financier find enigmatic snow-capped mountains uncharted tibet discover seemingly perfect hidden community welcomed gracious hospitality intrigued mystery travelers set discovering secret hidden shimmering heart shangri-la,8 hours and 26 minutes,",#4,803 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Classic Action & Adventure,#259 in Classic Literature,#2,788 in Action & Adventure (Books)",4803,"action adventure,classic action adventure,classic literature",2,9
